Date_of_Journey,Airline,Source,Destination,Product,Customer,Booking
2021-04-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.213375221256577
2021-04-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.559706941139705
2021-04-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.21373910177026
2021-04-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.540839183413684
2021-04-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.11792382446514
2021-04-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.714266972010343
2021-04-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.82950297587505
2021-05-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.202652455497446
2021-05-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.54898417506722
2021-05-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.203016335388003
2021-05-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.530116416721945
2021-05-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.107201057770457
2021-05-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.703544205315914
2021-05-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.818780209177504
2021-05-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.191929688801046
2021-05-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.538261408369884
2021-05-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.19229356439467
2021-05-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.51939364143585
2021-05-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.096478278180477
2021-05-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.692821421430907
2021-05-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.808057420995123
2021-05-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.1812068963188
2021-05-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.52753861159233
2021-05-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.181570767614396
2021-05-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.508670844653583
2021-05-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.085755481405712
2021-05-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.68209862465438
2021-05-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.797334624221953
2021-05-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.170483880428662
2021-05-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.516815376577103
2021-05-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.170847313481556
2021-05-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.49794717139718
2021-05-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.075031589021357
2021-05-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.67137451315119
2021-05-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.786610293597448
2021-05-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.15975954980146
2021-05-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.506091045951777
2021-05-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.160122982853505
2021-06-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.487222840769835
2021-06-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.06430725769483
2021-06-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.660650181120783
2021-06-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.775885960859945
2021-06-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.1490352163583
2021-06-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.49536671180722
2021-06-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.149398648006898
2021-06-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.476498505217016
2021-06-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.053582922140453
2021-06-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.64992584556667
2021-06-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.76516162530751
2021-06-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.13831088080879
2021-06-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.484642376253962
2021-06-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.13867431111442
2021-06-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.465774166980452
2021-06-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.042858582560463
2021-06-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.639201504647247
2021-06-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.754437283049274
2021-06-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.127586537202426
2021-06-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.47391803131214
2021-06-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.12794996617072
2021-06-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.45504982203722
2021-06-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.032134237620788
2021-06-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.628477159701905
2021-06-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.743712938103215
2021-06-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.11686219129494
2021-06-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.463193684437112
2021-06-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.11722561833397
2021-06-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.44432547323789
2021-06-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.021409887863
2021-07-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.617752808984193
2021-07-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.732988586422728
2021-07-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.10613783961705
2021-07-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.452469332760856
2021-07-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.106501266655826
2021-07-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.433601121562685
2021-07-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.0106855325816
2021-07-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.60702845009765
2021-07-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.7222642239326
2021-07-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.09541347352646
2021-07-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.441744963067688
2021-07-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.09577689335739
2021-07-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.422876744658645
2021-07-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.99996115567587
2021-07-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.596304073194496
2021-07-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.711539847027915
2021-07-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.084689096620107
2021-07-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.43102058615866
2021-07-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.08505251593758
2021-07-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.412152366726737
2021-07-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.989236777224647
2021-07-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.585579694226876
2021-07-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.700815467541705
2021-07-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.0739647166175
2021-07-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.420296205643865
2021-07-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.074328135414795
2021-07-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.401427986201966
2021-07-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.978512396703476
2021-07-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.574855313705967
2021-07-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.690091087026033
2021-07-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.063240336527475
2021-08-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.409571825982
2021-08-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.06360375619006
2021-08-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.390703607403868
2021-08-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.96778801833557
2021-08-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.564130935763362
2021-08-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.679366709509925
2021-08-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.05251595901199
2021-08-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.39884744847012
2021-08-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.052879378670916
2021-08-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.379979229885425
2021-08-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.957063640327767
2021-08-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.55340655726744
2021-08-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.668642330523017
2021-08-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.04179157953264
2021-08-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.38812306849855
2021-08-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.042154998210172
2021-08-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.36925484893758
2021-08-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.946339259378227
2021-08-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.542682176320177
2021-08-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.657917949575555
2021-08-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.031067198592876
2021-08-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.37739868755481
2021-08-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.031430615247164
2021-08-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.35853046394419
2021-08-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.93561487236051
2021-08-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.531957787280245
2021-08-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.647193558514232
2021-08-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.02034280550609
2021-08-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.36667429244712
2021-08-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.020706220136752
2021-08-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.347806068842097
2021-09-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.924890477259513
2021-09-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.52123339217546
2021-09-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.636469163788927
2021-09-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.009618411164514
2021-09-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.3559498984872
2021-09-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.0099818265606
2021-09-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.33708167564264
2021-09-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.91416608444625
2021-09-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.510508999745042
2021-09-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.62574477136019
2021-09-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.99889401873786
2021-09-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.345225506057638
2021-09-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.999257434128317
2021-09-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.326357283216208
2021-09-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.90344169089108
2021-09-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.499784605061592
2021-09-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.615020375549815
2021-09-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.988169621798455
2021-09-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.334501107990633
2021-09-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.98853303493641
2021-09-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.315632882893457
2021-09-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.892717290561478
2021-09-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.489060204734276
2021-09-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.604295975221778
2021-09-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.977445221468237
2021-09-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.323776707657743
2021-09-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.97780863366837
2021-09-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.304908480691612
2021-09-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.881992887425007
2021-09-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.47833580066095
2021-10-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.593571570208887
2021-10-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.966720815516197
2021-10-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.313052300775865
2021-10-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.967084226783886
2021-10-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.294184073804903
2021-10-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.871268480536745
2021-10-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.467611393772952
2021-10-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.58284716235306
2021-10-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.955996406685642
2021-10-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.30232789096799
2021-10-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.95635981600362
2021-10-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.28345966205032
2021-10-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.86054406781484
2021-10-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.456886980072092
2021-10-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.57212274865068
2021-10-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.945271992981596
2021-10-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.291603477270364
2021-10-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.945635402304102
2021-10-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.272735248351275
2021-10-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.849819653931142
2021-10-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.446162566010138
2021-10-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.56139833440812
2021-10-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.93454757855874
2021-10-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.280879062661622
2021-10-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.934910987516783
2021-10-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.262010833381556
2021-10-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.839095238965022
2021-10-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.43543815104616
2021-10-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.550673919443426
2021-10-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.923823163599458
2021-10-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.27015464770117
2021-11-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.92418657255982
2021-11-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.25128641842215
2021-11-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.828370824002807
2021-11-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.424713736080594
2021-11-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.539949504479246
2021-11-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.913098748635388
2021-11-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.25943023274071
2021-11-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.913462157592097
2021-11-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.240562003457583
2021-11-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.817646409036552
2021-11-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.4139893211185
2021-11-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.52922508951404
2021-11-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.902374333668515
2021-11-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.248705817771878
2021-11-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.902737742628272
2021-11-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.229837588493023
2021-11-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.806921994074337
2021-11-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.40326490615264
2021-11-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.518500674549855
2021-11-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.89164991870445
2021-11-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.23798140281142
2021-11-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.892013327660546
2021-11-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.219113173528456
2021-11-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.79619757910822
2021-11-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.392540491190545
2021-11-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.50777625958923
2021-11-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.880925503740386
2021-11-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.22725698784642
2021-11-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.881288912703585
2021-11-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.20838875856905
2021-12-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.785473164145866
2021-12-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.38181607622845
2021-12-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.497051844624536
2021-12-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.870201088776316
2021-12-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.216532572881416
2021-12-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.87056449773586
2021-12-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.197664343596866
2021-12-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.77474874917975
2021-12-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.371091661264472
2021-12-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.486327429659845
2021-12-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.859476673814225
2021-12-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.20580815791713
2021-12-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.85984008276813
2021-12-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.18693992863746
2021-12-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.764024334217535
2021-12-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.360367246300495
2021-12-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.47560301469567
2021-12-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.848752258852965
2021-12-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.195083742956676
2021-12-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.849115667811166
2021-12-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.176215513672894
2021-12-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.75329991925532
2021-12-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.349642831334933
2021-12-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.46487859973046
2021-12-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.838027843886092
2021-12-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.184359327991675
2021-12-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.83839125284344
2021-12-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.165491098711026
2021-12-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.742575504293104
2021-12-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.338918416372834
2021-12-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.454154184766278
2022-01-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.827303428922026
2022-01-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.17363491302667
2022-01-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.82766683787962
2022-01-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.154766683741304
2022-01-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.731851089326987
2022-01-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.328194001406978
2022-01-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.4434297698021
2022-01-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.81657901396274
2022-01-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.162910498061667
2022-01-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.816942422917275
2022-01-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.1440422687819
2022-01-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.72112667436477
2022-01-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.31746958644488
2022-01-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.43270535484148
2022-01-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.80585459899867
2022-01-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.152186083101213
2022-01-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.806218007954932
2022-01-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.133317853822486
2022-01-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.710402259398517
2022-01-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.306745171480898
2022-01-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.421980939876782
2022-01-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.7951301840318
2022-01-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.141461668131665
2022-01-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.79549359298573
2022-01-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.12259343885277
2022-01-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.699677844436298
2022-01-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.29602075651692
2022-01-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.41125652491209
2022-01-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.784405769064925
2022-01-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.130737253171926
2022-01-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.78476917802338
2022-02-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.11186902389336
2022-02-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.688953429470182
2022-02-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,25.285296341552943
2022-02-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,26.400532109951982
2022-02-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,23.77368135410367
2022-02-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,24.12001283820692
