Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-04-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573000.1256122723
2021-04-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567910.2812764763
2021-04-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570714.7149071641
2021-04-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,591437.2774716833
2021-04-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577816.6635130747
2021-04-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580972.3750082487
2021-04-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579912.0560770876
2021-04-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572662.820043118
2021-04-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567572.9760479059
2021-04-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570377.4100192055
2021-04-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,591099.9725837031
2021-04-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577479.358625124
2021-04-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580635.0701202619
2021-04-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579574.7511891129
2021-04-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572325.5151550854
2021-04-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567235.6711751225
2021-04-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570040.1051615902
2021-04-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,590762.6677413827
2021-04-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577142.0537980183
2021-04-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580297.7653083745
2021-04-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579237.4463924578
2021-04-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571988.2103736589
2021-04-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566898.3663936867
2021-04-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569702.8003801712
2021-04-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,590425.3629599425
2021-04-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576804.7490165725
2021-04-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579960.4605540327
2021-04-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578900.1416651809
2021-04-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571650.90567347
2021-05-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566561.0617205666
2021-05-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569365.4957341328
2021-05-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,590088.0583409773
2021-05-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576467.4444246668
2021-05-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579623.1559621056
2021-05-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578562.8370732669
2021-05-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571313.6010815313
2021-05-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566223.7571286842
2021-05-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569028.191142253
2021-05-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589750.7554577256
2021-05-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576130.1432500562
2021-05-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579285.8564961818
2021-05-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578225.5393159764
2021-05-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570976.3050328973
2021-05-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565886.4627886604
2021-05-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568690.8985109066
2021-05-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589413.4628263728
2021-05-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575792.8506187127
2021-05-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578948.5638648223
2021-05-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577888.246684629
2021-05-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570639.0124015772
2021-05-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565549.1734108774
2021-05-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568353.6123866509
2021-05-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,589076.1799556338
2021-05-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575455.5710014912
2021-05-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578611.2875011438
2021-05-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577550.9735745077
2021-05-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570301.7425450025
2021-05-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565211.9035542652
2021-05-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568016.3425300684
2021-05-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,588738.9100990448
2021-06-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575118.3011449313
2021-06-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,578274.0180453958
2021-06-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577213.7045195871
2021-06-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569964.473890905
2021-06-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564874.6353010453
2021-06-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567679.0746776595
2021-06-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,588401.6426475445
2021-06-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574781.0340942737
2021-06-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577936.750994763
2021-06-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576876.4374689732
2021-06-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569627.2068402668
2021-06-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564537.3682504233
2021-06-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567341.8076270135
2021-06-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,588064.3797664783
2021-06-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574443.7753827879
2021-06-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577599.4964528878
2021-06-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576539.1870966365
2021-06-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569289.9606375764
2021-06-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564200.1262172629
2021-06-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567004.569763484
2021-06-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,587727.1419029274
2021-06-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574106.5375192513
2021-06-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,577262.2585893032
2021-06-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576201.9492330906
2021-06-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568952.722774006
2021-06-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563871.1847562203
2021-06-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566683.9247049337
2021-06-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,587414.7932468773
2021-06-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573802.485265729
2021-06-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576966.502738296
2021-07-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575914.489784574
2021-07-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568673.5597279698
2021-07-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563592.0217101815
2021-07-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566404.7616589385
2021-07-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,587135.6302008607
2021-07-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573523.3222196925
2021-07-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576687.3569219615
2021-07-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575635.361197941
2021-07-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568394.4483710347
2021-07-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563312.9275829522
2021-07-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566125.6847613893
2021-07-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586856.5705329797
2021-07-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573244.2797814951
2021-07-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576408.314483755
2021-07-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575356.318759721
2021-07-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568115.4059327899
2021-07-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563033.8851447367
2021-07-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565846.6423231883
2021-07-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586577.6139351167
2021-07-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572965.4090239682
2021-07-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,576129.5295665831
2021-07-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575077.6196828705
2021-07-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567836.7926963238
2021-07-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562755.3577486025
2021-07-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565568.2007673479
2021-07-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586299.1723793211
2021-07-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572686.967468182
2021-07-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575851.088010807
2021-07-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574799.1781271135
2021-07-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567558.3511405608
2021-07-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562479.9815830985
2021-08-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565295.8899921344
2021-08-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,586029.9269943899
2021-08-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572420.7874735182
2021-08-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575587.9734064175
2021-08-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574539.1289130172
2021-08-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567301.367316761
2021-08-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562222.9977593216
2021-08-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565038.9061683755
2021-08-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585772.9431706092
2021-08-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572163.8036497668
2021-08-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575331.0076963671
2021-08-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574282.1813166632
2021-08-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567044.4378340931
2021-08-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561966.0863903601
2021-08-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564782.0129130726
2021-08-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585516.068029092
2021-08-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571906.9466219553
2021-08-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,575074.1506685462
2021-08-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574025.324288862
2021-08-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566787.5808063009
2021-08-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561709.2293625857
2021-08-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564525.1558852879
2021-08-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585261.8976929957
2021-08-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571655.4629775622
2021-08-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574825.3537158874
2021-08-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573779.2140278985
2021-08-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566544.1572370552
2021-08-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561468.492485012
2021-08-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564287.1056994533
2021-08-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,585023.8475071547
2021-08-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571417.4127917017
2021-09-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574587.3035300132
2021-09-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573541.1638420294
2021-09-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566307.2790706957
2021-09-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561232.786338243
2021-09-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564052.5715722211
2021-09-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584790.4853994371
2021-09-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571185.2227035407
2021-09-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574356.2854613967
2021-09-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573311.3177929661
2021-09-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566077.433021608
2021-09-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561002.9402891191
2021-09-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563822.7255231255
2021-09-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584560.6393503351
2021-09-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570955.3766544536
2021-09-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,574126.4397357175
2021-09-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573081.4723906957
2021-09-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565847.5879428277
2021-09-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560773.0955337666
2021-09-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563592.8810911936
2021-09-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584330.795241812
2021-09-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570725.5328693398
2021-09-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573896.595950609
2021-09-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572851.6286056068
2021-09-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565617.7441577144
2021-09-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560543.251748649
2021-09-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563363.0373060906
2021-09-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,584100.952063146
2021-09-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570495.6902970971
2021-09-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573666.7539847927
2021-09-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572621.7872461979
2021-10-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565387.9034047424
2021-10-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560313.4116021013
2021-10-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563133.1977659495
2021-10-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583871.1125230502
2021-10-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570265.8507569955
2021-10-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573436.9144447161
2021-10-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572391.9477061401
2021-10-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,565158.064102642
2021-10-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560083.5725378955
2021-10-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562903.3589396493
2021-10-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583641.2739346602
2021-10-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570036.0124065436
2021-10-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,573207.0763321659
2021-10-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572162.1098315252
2021-10-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564928.2262280022
2021-10-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559853.7346632851
2021-10-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562673.5210650837
2021-10-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583411.4360600734
2021-10-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569806.1745319712
2021-10-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572977.2384577079
2021-10-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571932.2719571628
2021-10-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564698.3883537585
2021-10-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559623.8967891407
2021-10-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562443.6831910365
2021-10-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,583181.5981861446
2021-10-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569576.3366581614
2021-10-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572747.4005839084
2021-10-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571702.4340833492
2021-10-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564468.5504799201
2021-10-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559394.0589153265
2021-10-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562213.845317239
2021-11-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582951.7603123264
2021-11-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569346.4987843228
2021-11-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572517.5627100826
2021-11-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571472.5962095355
2021-11-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564238.7126061154
2021-11-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559164.2210415113
2021-11-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561984.0074434417
2021-11-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582721.9224385072
2021-11-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569116.6609104987
2021-11-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572287.7248362493
2021-11-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571242.7583356887
2021-11-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,564008.8747322438
2021-11-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,558934.383167669
2021-11-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561754.1695695474
2021-11-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582492.0845646751
2021-11-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568886.8230366744
2021-11-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,572057.8869624235
2021-11-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571012.9204619083
2021-11-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563779.036858439
2021-11-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,558704.5452938537
2021-11-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561524.33169575
2021-11-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582262.246690856
2021-11-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568656.9851628504
2021-11-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571828.0490886241
2021-11-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570783.0825880615
2021-11-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563549.1989846526
2021-11-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,558474.7074200384
2021-11-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561294.4938219374
2021-11-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,582032.4088170378
2021-11-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568427.1472890117
2021-12-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571598.2112147642
2021-12-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570553.2447142147
2021-12-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563319.3611108144
2021-12-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,558244.8695462231
2021-12-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561064.6559481248
2021-12-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581802.5709432187
2021-12-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568197.3094152363
2021-12-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571368.3733409648
2021-12-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570323.406840401
2021-12-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,563089.5232369762
2021-12-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,558015.031672382
2021-12-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560834.8180742457
2021-12-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581572.7330693996
2021-12-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567967.4715413979
2021-12-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,571138.5354671389
2021-12-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570093.5689665873
2021-12-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562859.6853631713
2021-12-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,557785.1937985937
2021-12-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560604.9802004483
2021-12-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581342.8951955814
2021-12-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567737.6336675737
2021-12-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570908.6975933131
2021-12-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569863.7310927737
2021-12-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562629.8474892996
2021-12-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,557555.3559247515
2021-12-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560375.1423266357
2021-12-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,581113.0573217622
2021-12-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567507.7957937694
2021-12-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570678.8597194873
2021-12-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569633.8932189267
2021-12-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562400.0096154949
2022-01-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,557325.5180509362
2022-01-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,560145.3044528231
2022-01-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580883.2194479302
2022-01-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567277.9579199597
2022-01-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570449.0218456876
2022-01-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569404.0553451463
2022-01-07,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,562170.1717416899
2022-01-08,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,557095.6801771221
2022-01-09,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559915.4665790106
2022-01-10,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580653.3815741115
2022-01-11,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,567048.1200461212
2022-01-12,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,570219.1839718618
2022-01-13,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569174.2174712995
2022-01-14,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561940.3338679037
2022-01-15,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,556865.8423033069
2022-01-16,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559685.6287052131
2022-01-17,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580423.5437002928
2022-01-18,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566818.2821722826
2022-01-19,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569989.3460980285
2022-01-20,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568944.3795974859
2022-01-21,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561710.4959940655
2022-01-22,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,556636.0044294646
2022-01-23,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559455.7908313854
2022-01-24,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,580193.7058264603
2022-01-25,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566588.4442984727
2022-01-26,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569759.5082242027
2022-01-27,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568714.5417236722
2022-01-28,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561480.6581202273
2022-01-29,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,556406.1665556224
2022-01-30,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,559225.9529575214
2022-01-31,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,579963.8679526416
2022-02-01,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,566358.6064246342
2022-02-02,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,569529.6703504032
2022-02-03,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,568484.7038498585
2022-02-04,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,561250.8202464742
2022-02-05,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,556176.328681834
2022-02-06,FlyDubai,Dubai,Chennai,Economy,Frequent Flyer,558996.1150837088
