Date_of_Journey,Airline,Source,Destination,Product,Customer,Revenue
2021-02-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300506.9353196513
2021-02-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304544.9878012969
2021-02-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,324014.0996726261
2021-02-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319030.9578066902
2021-02-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332798.5482519555
2021-02-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300370.08055414836
2021-02-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304645.5476085085
2021-02-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300374.5766039667
2021-02-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304412.62908426713
2021-02-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323881.7409542594
2021-02-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318898.59908700886
2021-02-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332666.1895309773
2021-02-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300237.72183317156
2021-02-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304513.18888752017
2021-02-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300242.21788294474
2021-02-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304280.27036328416
2021-02-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323749.3822332572
2021-02-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318766.2403548414
2021-02-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332533.83078760194
2021-02-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300105.36307860847
2021-02-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304380.8301218063
2021-02-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300109.85910607857
2021-02-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304147.9115751621
2021-02-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323617.0234339837
2021-02-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318633.8815554979
2021-02-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332401.4719882496
2021-02-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299973.00427926396
2021-02-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304248.4713223941
2021-03-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299977.50029919145
2021-03-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304015.5527608531
2021-03-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323484.6646121763
2021-03-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318501.52272626106
2021-03-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332269.11315155186
2021-03-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299840.6454350688
2021-03-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,304116.11247074004
2021-03-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299845.1414475141
2021-03-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303883.19390914834
2021-03-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323352.30576050055
2021-03-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318369.1638745403
2021-03-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332136.7542998518
2021-03-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299708.2865751843
2021-03-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303983.75360264495
2021-03-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299712.78257117514
2021-03-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303750.8350245615
2021-03-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323219.94686767226
2021-03-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318236.8049735429
2021-03-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,332004.3953906018
2021-03-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299575.9276659074
2021-03-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303851.3946933911
2021-03-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299580.42366193596
2021-03-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303618.47611537675
2021-03-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,323087.58796139073
2021-03-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318104.44607020065
2021-03-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331872.03649016534
2021-03-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299443.5687684165
2021-03-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303719.0357988352
2021-03-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299448.0647702754
2021-03-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303486.11722662934
2021-03-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322955.2290726878
2021-04-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317972.08718150086
2021-04-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331739.6776015302
2021-04-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299311.2098797388
2021-04-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303586.676910146
2021-04-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299315.70583837957
2021-04-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303353.75825139746
2021-04-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322822.87005411525
2021-04-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317839.72811960435
2021-04-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331607.3184963217
2021-04-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299178.8507312258
2021-04-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303454.31771837163
2021-04-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299183.3466465154
2021-04-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303221.3990595419
2021-04-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322690.5108623192
2021-04-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317707.36892778653
2021-04-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331474.9593044886
2021-04-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299046.48963422223
2021-04-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303321.954716194
2021-04-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299050.9817392014
2021-04-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303089.03224711696
2021-04-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322558.1421447732
2021-04-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317574.99830506876
2021-04-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331342.5867766184
2021-04-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298914.1171064124
2021-04-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303189.58218836965
2021-04-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298918.6092113538
2021-04-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302956.65971924196
2021-04-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322425.76961302216
2021-04-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317442.6257694677
2021-04-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331210.2142371775
2021-05-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298781.744563116
2021-05-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,303057.2096412048
2021-05-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298786.23666036484
2021-05-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302824.28716443246
2021-05-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322293.3970581763
2021-05-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317310.2532146249
2021-05-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,331077.84168229636
2021-05-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298649.37200824893
2021-05-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302924.8370863262
2021-05-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298653.86405245226
2021-05-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302691.9145035256
2021-05-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322161.02434413804
2021-05-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317177.88044756453
2021-05-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330945.4688621848
2021-05-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298516.9991350556
2021-05-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302792.4641601073
2021-05-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298521.4911261998
2021-05-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302559.5415772484
2021-05-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,322028.65141795354
2021-05-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317045.50752135826
2021-05-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330813.09593602
2021-05-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298384.6235038918
2021-05-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302660.0858238443
2021-05-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298389.11008492974
2021-05-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302427.15783089824
2021-05-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321896.2649664687
2021-05-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316913.1183648514
2021-05-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330680.7040744605
2021-05-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298252.23164229904
2021-05-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302527.6939622747
2021-05-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298256.7182233265
2021-06-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302294.7659693036
2021-06-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321763.87309624266
2021-06-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316780.7264859361
2021-06-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330548.31218681607
2021-06-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298119.83974594326
2021-06-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302395.30205726007
2021-06-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298124.3263096451
2021-06-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302162.37404690403
2021-06-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321631.4811738239
2021-06-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316648.33456352056
2021-06-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330415.9202644212
2021-06-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297987.44782358455
2021-06-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302262.91013485513
2021-06-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297991.93437070755
2021-06-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302029.98209137365
2021-06-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321499.0892017089
2021-06-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316515.94257487025
2021-06-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330283.5282592433
2021-06-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297855.05580176396
2021-06-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,302130.5180965484
2021-06-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297859.5423323775
2021-06-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301897.59005304944
2021-06-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321366.69716342865
2021-06-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316383.5505365201
2021-06-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330151.1362208842
2021-06-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297722.663751536
2021-06-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301998.12603437615
2021-06-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297727.1502583328
2021-06-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301765.1979671218
2021-06-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321234.3050656687
2021-07-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316251.1584269099
2021-07-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,330018.7440993886
2021-07-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297590.2716300725
2021-07-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301865.73391293274
2021-07-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297594.7581368662
2021-07-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301632.8058456913
2021-07-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,321101.91289971984
2021-07-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,316118.7662164555
2021-07-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329886.35184444796
2021-07-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297457.87933068414
2021-07-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301733.3415690706
2021-07-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297462.36574849696
2021-07-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301500.41341281094
2021-07-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320969.52046681865
2021-07-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315986.373783586
2021-07-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329753.9594115597
2021-07-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297325.4868977752
2021-07-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301600.94913612865
2021-07-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297329.9733092494
2021-07-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301368.0209672415
2021-07-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320837.12801483826
2021-07-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315853.9813252308
2021-07-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329621.56694680237
2021-07-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297193.094426643
2021-07-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301468.55665867357
2021-07-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297197.58083169564
2021-07-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301235.6284896633
2021-07-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320704.7355373044
2021-07-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315721.5888477002
2021-07-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329489.1744693364
2021-07-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297060.7019544317
2021-08-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301336.1641917478
2021-08-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,297065.1883701663
2021-08-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301103.2360334007
2021-08-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320572.3430863526
2021-08-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315589.19640199875
2021-08-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329356.7820289
2021-08-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296928.309514003
2021-08-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301203.77175136365
2021-08-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296932.79592969245
2021-08-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300970.8435929356
2021-08-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320439.95063984627
2021-08-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315456.8039494665
2021-08-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329224.38957030664
2021-08-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296795.91704933037
2021-08-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,301071.3792806146
2021-08-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296800.4034529046
2021-08-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300838.4511101344
2021-08-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320307.5581570242
2021-08-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315324.4114666726
2021-08-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,329091.99708751024
2021-08-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296663.5245666291
2021-08-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300938.98679786414
2021-08-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296668.0109452263
2021-08-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300706.0585773911
2021-08-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320175.1655992905
2021-08-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315192.01888397464
2021-08-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328959.6044798582
2021-08-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296531.1319339727
2021-08-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300806.5941402597
2021-08-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296535.6182875882
2021-08-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300573.6659198557
2021-09-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,320042.7729417687
2021-09-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,315059.62622640614
2021-09-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328827.2118269743
2021-09-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296398.739285826
2021-09-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300674.2014968245
2021-09-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296403.2256488906
2021-09-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300441.2732858084
2021-09-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319910.38031248894
2021-09-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314927.23360185255
2021-09-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328694.81920244155
2021-09-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296266.34666131885
2021-09-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300541.8088722815
2021-09-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296270.8330243141
2021-09-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300308.8806613041
2021-09-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319777.9876740503
2021-09-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314794.84094948537
2021-09-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328562.42653616244
2021-09-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296133.9539811019
2021-09-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300409.41617814434
2021-09-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296138.44031628995
2021-09-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300176.48793931975
2021-09-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319645.59495198145
2021-09-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314662.4482274446
2021-09-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328430.0338141129
2021-09-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296001.56125902536
2021-09-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300277.02345603483
2021-09-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,296006.04758263606
2021-09-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300044.09519413795
2021-09-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319513.2021952617
2021-09-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314530.0554591594
2021-10-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328297.6410342287
2021-10-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295869.1684675474
2021-10-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300144.630653078
2021-10-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295873.654779647
2021-10-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299911.70239112154
2021-10-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319380.80939222616
2021-10-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314397.66265612707
2021-10-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328165.24821924855
2021-10-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295736.77564053424
2021-10-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,300012.2378139998
2021-10-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295741.26192856464
2021-10-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299779.3095280112
2021-10-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319248.41651717416
2021-10-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314265.26976899
2021-10-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,328032.8553320926
2021-10-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295604.38275335776
2021-10-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299879.8449269026
2021-10-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295608.8690414442
2021-10-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299646.9166408965
2021-10-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,319116.02362777997
2021-10-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314132.87687739515
2021-10-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327900.46243826824
2021-10-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295471.9898573077
2021-10-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299747.4520285577
2021-10-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295476.47614089464
2021-10-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299514.52373809536
2021-10-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318983.6307250232
2021-10-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,314000.4839746648
2021-10-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327768.0695355291
2021-10-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295339.5969546353
2021-10-31,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299615.0591258709
2021-11-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295344.083238251
2021-11-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299382.13083542144
2021-11-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318851.23782231467
2021-11-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313868.09107191494
2021-11-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327635.6766327963
2021-11-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295207.20405190386
2021-11-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299482.66622318403
2021-11-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295211.69033547444
2021-11-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299249.7379326839
2021-11-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318718.8449195562
2021-11-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313735.69816920784
2021-11-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327503.28373005084
2021-11-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295074.8111491378
2021-11-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299350.2733203938
2021-11-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,295079.29743274604
2021-11-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299117.34502994636
2021-11-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318586.4520168477
2021-11-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313603.30526645435
2021-11-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327370.89082731795
2021-11-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294942.4182464064
2021-11-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299217.88041770697
2021-11-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294946.90452996944
2021-11-23,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298984.9521272088
2021-11-24,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318454.0591140909
2021-11-25,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313470.9123637473
2021-11-26,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327238.4979246291
2021-11-27,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294810.025343675
2021-11-28,FlyDubai,Chennai,Dubai,Business,Rare Flyer,299085.4875149641
2021-11-29,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294814.5116273258
2021-11-30,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298852.5592245349
2021-12-01,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318321.6662113808
2021-12-02,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313338.5194610402
2021-12-03,FlyDubai,Chennai,Dubai,Business,Rare Flyer,327106.10502188996
2021-12-04,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294677.6324409436
2021-12-05,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298953.0946122211
2021-12-06,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294682.1187245492
2021-12-07,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298720.1663217033
2021-12-08,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318189.27330862405
2021-12-09,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313206.1265583099
2021-12-10,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326973.7121191508
2021-12-11,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294545.23953823664
2021-12-12,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298820.701709487
2021-12-13,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294549.7258217726
2021-12-14,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298587.7734190294
2021-12-15,FlyDubai,Chennai,Dubai,Business,Rare Flyer,318056.8804059155
2021-12-16,FlyDubai,Chennai,Dubai,Business,Rare Flyer,313073.7336555796
2021-12-17,FlyDubai,Chennai,Dubai,Business,Rare Flyer,326841.31921641796
2021-12-18,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294412.8466355399
2021-12-19,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298688.30880680017
2021-12-20,FlyDubai,Chennai,Dubai,Business,Rare Flyer,294417.3329191289
2021-12-21,FlyDubai,Chennai,Dubai,Business,Rare Flyer,298455.3805162919
2021-12-22,FlyDubai,Chennai,Dubai,Business,Rare Flyer,317924.48750320694
